sentence_id	category	sentence	sentiment	ner_tags
620892:2	restaurant miscellaneous	Pizza was a little soggy .	N/A	O O O O O O
620892:2	ambience general	Pizza was a little soggy .	N/A	O O O O O O
620892:2	food prices	Pizza was a little soggy .	N/A	O O O O O O
620892:2	location general	Pizza was a little soggy .	N/A	O O O O O O
620892:2	drinks quality	Pizza was a little soggy .	N/A	O O O O O O
620892:3	restaurant general	Ravioli was good . . . but I have to say that I found everything a bit overpriced .	N/A	O O O O O O O O O O O O O O O O O O O
620892:3	service general	Ravioli was good . . . but I have to say that I found everything a bit overpriced .	N/A	O O O O O O O O O O O O O O O O O O O
620892:3	food quality	Ravioli was good . . . but I have to say that I found everything a bit overpriced .	positive	T O O O O O O O O O O O O O O O O O O
620892:3	food style_options	Ravioli was good . . . but I have to say that I found everything a bit overpriced .	N/A	O O O O O O O O O O O O O O O O O O O
620892:3	drinks style_options	Ravioli was good . . . but I have to say that I found everything a bit overpriced .	N/A	O O O O O O O O O O O O O O O O O O O
620892:3	drinks prices	Ravioli was good . . . but I have to say that I found everything a bit overpriced .	N/A	O O O O O O O O O O O O O O O O O O O
620892:3	restaurant prices	Ravioli was good . . . but I have to say that I found everything a bit overpriced .	N/A	O O O O O O O O O O O O O O O O O O O
620892:3	restaurant miscellaneous	Ravioli was good . . . but I have to say that I found everything a bit overpriced .	N/A	O O O O O O O O O O O O O O O O O O O
620892:3	ambience general	Ravioli was good . . . but I have to say that I found everything a bit overpriced .	N/A	O O O O O O O O O O O O O O O O O O O
620892:3	food prices	Ravioli was good . . . but I have to say that I found everything a bit overpriced .	negative	O O O O O O O O O O O O O O O O O O O
620892:3	location general	Ravioli was good . . . but I have to say that I found everything a bit overpriced .	N/A	O O O O O O O O O O O O O O O O O O O
620892:3	drinks quality	Ravioli was good . . . but I have to say that I found everything a bit overpriced .	N/A	O O O O O O O O O O O O O O O O O O O
620892:4	restaurant general	Not enough wines by the glass either .	N/A	O O O O O O O O
620892:4	service general	Not enough wines by the glass either .	N/A	O O O O O O O O
620892:4	food quality	Not enough wines by the glass either .	N/A	O O O O O O O O
620892:4	food style_options	Not enough wines by the glass either .	N/A	O O O O O O O O
620892:4	drinks style_options	Not enough wines by the glass either .	negative	O O T T T T O O
620892:4	drinks prices	Not enough wines by the glass either .	N/A	O O O O O O O O
620892:4	restaurant prices	Not enough wines by the glass either .	N/A	O O O O O O O O
620892:4	restaurant miscellaneous	Not enough wines by the glass either .	N/A	O O O O O O O O
620892:4	ambience general	Not enough wines by the glass either .	N/A	O O O O O O O O
620892:4	food prices	Not enough wines by the glass either .	N/A	O O O O O O O O
620892:4	location general	Not enough wines by the glass either .	N/A	O O O O O O O O
620892:4	drinks quality	Not enough wines by the glass either .	N/A	O O O O O O O O
620892:5	restaurant general	Service , however , was excellent . . . and I liked the setting / atmosphere a lot .	N/A	O O O O O O O O O O O O O O O O O O O
620892:5	service general	Service , however , was excellent . . . and I liked the setting / atmosphere a lot .	positive	T O O O O O O O O O O O O O O O O O O
620892:5	food quality	Service , however , was excellent . . . and I liked the setting / atmosphere a lot .	N/A	O O O O O O O O O O O O O O O O O O O
620892:5	food style_options	Service , however , was excellent . . . and I liked the setting / atmosphere a lot .	N/A	O O O O O O O O O O O O O O O O O O O
620892:5	drinks style_options	Service , however , was excellent . . . and I liked the setting / atmosphere a lot .	N/A	O O O O O O O O O O O O O O O O O O O
620892:5	drinks prices	Service , however , was excellent . . . and I liked the setting / atmosphere a lot .	N/A	O O O O O O O O O O O O O O O O O O O
620892:5	restaurant prices	Service , however , was excellent . . . and I liked the setting / atmosphere a lot .	N/A	O O O O O O O O O O O O O O O O O O O
620892:5	restaurant miscellaneous	Service , however , was excellent . . . and I liked the setting / atmosphere a lot .	N/A	O O O O O O O O O O O O O O O O O O O
620892:5	ambience general	Service , however , was excellent . . . and I liked the setting / atmosphere a lot .	positive	O O O O O O O O O O O O O O O O O O O
620892:5	food prices	Service , however , was excellent . . . and I liked the setting / atmosphere a lot .	N/A	O O O O O O O O O O O O O O O O O O O
620892:5	location general	Service , however , was excellent . . . and I liked the setting / atmosphere a lot .	N/A	O O O O O O O O O O O O O O O O O O O
620892:5	drinks quality	Service , however , was excellent . . . and I liked the setting / atmosphere a lot .	N/A	O O O O O O O O O O O O O O O O O O O
620892:6	restaurant general	Food was just average . . . if they lowered the prices just a bit , it would be a bigger draw .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
620892:6	service general	Food was just average . . . if they lowered the prices just a bit , it would be a bigger draw .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
620892:6	food quality	Food was just average . . . if they lowered the prices just a bit , it would be a bigger draw .	neutral	T O O O O O O O O O O O O O O O O O O O O O O
620892:6	food style_options	Food was just average . . . if they lowered the prices just a bit , it would be a bigger draw .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
620892:6	drinks style_options	Food was just average . . . if they lowered the prices just a bit , it would be a bigger draw .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
620892:6	drinks prices	Food was just average . . . if they lowered the prices just a bit , it would be a bigger draw .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
620892:6	restaurant prices	Food was just average . . . if they lowered the prices just a bit , it would be a bigger draw .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
620892:6	restaurant miscellaneous	Food was just average . . . if they lowered the prices just a bit , it would be a bigger draw .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
620892:6	ambience general	Food was just average . . . if they lowered the prices just a bit , it would be a bigger draw .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
620892:6	food prices	Food was just average . . . if they lowered the prices just a bit , it would be a bigger draw .	negative	T O O O O O O O O O O O O O O O O O O O O O O
620892:6	location general	Food was just average . . . if they lowered the prices just a bit , it would be a bigger draw .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
620892:6	drinks quality	Food was just average . . . if they lowered the prices just a bit , it would be a bigger draw .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
624715:0	restaurant general	This place is a great bargain .	N/A	O O O O O O O
624715:0	service general	This place is a great bargain .	N/A	O O O O O O O
624715:0	food quality	This place is a great bargain .	N/A	O O O O O O O
624715:0	food style_options	This place is a great bargain .	N/A	O O O O O O O
624715:0	drinks style_options	This place is a great bargain .	N/A	O O O O O O O
624715:0	drinks prices	This place is a great bargain .	N/A	O O O O O O O
624715:0	restaurant prices	This place is a great bargain .	positive	O T O O O O O
624715:0	restaurant miscellaneous	This place is a great bargain .	N/A	O O O O O O O
624715:0	ambience general	This place is a great bargain .	N/A	O O O O O O O
624715:0	food prices	This place is a great bargain .	N/A	O O O O O O O
624715:0	location general	This place is a great bargain .	N/A	O O O O O O O
624715:0	drinks quality	This place is a great bargain .	N/A	O O O O O O O
624715:1	restaurant general	Authentic Pakistani food .	N/A	O O O O
624715:1	service general	Authentic Pakistani food .	N/A	O O O O
624715:1	food quality	Authentic Pakistani food .	positive	O T T O
624715:1	food style_options	Authentic Pakistani food .	N/A	O O O O
624715:1	drinks style_options	Authentic Pakistani food .	N/A	O O O O
624715:1	drinks prices	Authentic Pakistani food .	N/A	O O O O
624715:1	restaurant prices	Authentic Pakistani food .	N/A	O O O O
624715:1	restaurant miscellaneous	Authentic Pakistani food .	N/A	O O O O
624715:1	ambience general	Authentic Pakistani food .	N/A	O O O O
624715:1	food prices	Authentic Pakistani food .	N/A	O O O O
624715:1	location general	Authentic Pakistani food .	N/A	O O O O
624715:1	drinks quality	Authentic Pakistani food .	N/A	O O O O
624715:2	restaurant general	People are always friendly .	N/A	O O O O O
624715:2	service general	People are always friendly .	positive	T O O O O
624715:2	food quality	People are always friendly .	N/A	O O O O O
624715:2	food style_options	People are always friendly .	N/A	O O O O O
624715:2	drinks style_options	People are always friendly .	N/A	O O O O O
624715:2	drinks prices	People are always friendly .	N/A	O O O O O
624715:2	restaurant prices	People are always friendly .	N/A	O O O O O
624715:2	restaurant miscellaneous	People are always friendly .	N/A	O O O O O
624715:2	ambience general	People are always friendly .	N/A	O O O O O
624715:2	food prices	People are always friendly .	N/A	O O O O O
624715:2	location general	People are always friendly .	N/A	O O O O O
624715:2	drinks quality	People are always friendly .	N/A	O O O O O
624715:3	restaurant general	Don ' t waste money on decor .	N/A	O O O O O O O O
624715:3	service general	Don ' t waste money on decor .	N/A	O O O O O O O O
624715:3	food quality	Don ' t waste money on decor .	N/A	O O O O O O O O
624715:3	food style_options	Don ' t waste money on decor .	N/A	O O O O O O O O
624715:3	drinks style_options	Don ' t waste money on decor .	N/A	O O O O O O O O
624715:3	drinks prices	Don ' t waste money on decor .	N/A	O O O O O O O O
624715:3	restaurant prices	Don ' t waste money on decor .	N/A	O O O O O O O O
624715:3	restaurant miscellaneous	Don ' t waste money on decor .	N/A	O O O O O O O O
624715:3	ambience general	Don ' t waste money on decor .	neutral	O O O O O O T O
624715:3	food prices	Don ' t waste money on decor .	N/A	O O O O O O O O
624715:3	location general	Don ' t waste money on decor .	N/A	O O O O O O O O
624715:3	drinks quality	Don ' t waste money on decor .	N/A	O O O O O O O O
624715:4	restaurant general	Just straight up cheap , good food .	N/A	O O O O O O O O
624715:4	service general	Just straight up cheap , good food .	N/A	O O O O O O O O
624715:4	food quality	Just straight up cheap , good food .	positive	O O O O O O T O
624715:4	food style_options	Just straight up cheap , good food .	N/A	O O O O O O O O
624715:4	drinks style_options	Just straight up cheap , good food .	N/A	O O O O O O O O
624715:4	drinks prices	Just straight up cheap , good food .	N/A	O O O O O O O O
624715:4	restaurant prices	Just straight up cheap , good food .	N/A	O O O O O O O O
624715:4	restaurant miscellaneous	Just straight up cheap , good food .	N/A	O O O O O O O O
624715:4	ambience general	Just straight up cheap , good food .	N/A	O O O O O O O O
624715:4	food prices	Just straight up cheap , good food .	positive	O O O O O O T O
624715:4	location general	Just straight up cheap , good food .	N/A	O O O O O O O O
624715:4	drinks quality	Just straight up cheap , good food .	N/A	O O O O O O O O
626269:0	restaurant general	Faan is sooo good .	positive	T O O O O
626269:0	service general	Faan is sooo good .	N/A	O O O O O
626269:0	food quality	Faan is sooo good .	N/A	O O O O O
626269:0	food style_options	Faan is sooo good .	N/A	O O O O O
626269:0	drinks style_options	Faan is sooo good .	N/A	O O O O O
626269:0	drinks prices	Faan is sooo good .	N/A	O O O O O
626269:0	restaurant prices	Faan is sooo good .	N/A	O O O O O
626269:0	restaurant miscellaneous	Faan is sooo good .	N/A	O O O O O
626269:0	ambience general	Faan is sooo good .	N/A	O O O O O
626269:0	food prices	Faan is sooo good .	N/A	O O O O O
626269:0	location general	Faan is sooo good .	N/A	O O O O O
626269:0	drinks quality	Faan is sooo good .	N/A	O O O O O
